trade_date,close
2021-06-22,3.070426997146298
2021-06-23,3.0684200569232756
2021-06-24,3.069204251533682
2021-06-25,3.0692044774456404
2021-06-28,3.088521590987015
2021-06-29,3.077985021626031
2021-06-30,3.079992266683324
2021-07-01,3.079208557193761
2021-07-02,3.079208782071577
2021-07-05,3.0792090002481713
2021-07-06,3.0792092307373773
2021-07-07,3.0888677884958735
2021-07-08,3.078770635814363
2021-07-09,3.0703355680955475
2021-07-12,3.069990942602546
2021-07-13,3.05954886791228
2021-07-14,3.050329817825773
2021-07-15,3.030668192306151
2021-07-16,3.040421343179511
2021-07-19,3.0480730565237795
2021-07-20,3.0387595868815196
2021-07-21,3.0399830757042814
2021-07-22,3.0391992867728943
2021-07-23,3.048857885619596
2021-07-26,3.038760550335059
2021-07-27,3.0496421811203294
2021-07-28,3.0387612355739093
2021-07-29,3.0399843128345965
2021-07-30,3.0198842618734236
2021-08-02,2.991786619607139
2021-08-03,3.0108537559652695
2021-08-04,2.988308580442198
2021-08-05,2.981095237597116
2021-08-06,2.989624736314429
2021-08-09,2.988402387175587
2021-08-10,3.0181605937939047
2021-08-11,3.016845154803358
2021-08-12,3.038512581567816
2021-08-13,3.018320620774356
2021-08-16,3.0304209075008584
2021-08-17,3.0284170757426443
2021-08-18,3.0098849842996227
2021-08-19,3.0397331009214574
2021-08-20,3.017540702166107
2021-08-23,3.0207639868574763
2021-08-24,3.028855223476072
2021-08-25,3.0187614286474855
2021-08-26,3.0199817407580354
2021-08-27,3.0095418696263643
2021-08-30,3.019635928877609
2021-08-31,2.9991027220180464
2021-09-01,3.0297282495827886
2021-09-02,3.055824553127539
2021-09-03,3.0472060093175557
2021-09-06,3.05964940758795
2021-09-07,3.0584299659838483
2021-09-08,3.0881836991597598
2021-09-09,3.0965314740965018
2021-09-10,3.088786242487456
2021-09-13,3.099663014464662
2021-09-14,3.098443736050199
2021-09-15,3.060599103646852
2021-09-16,3.0623467762420544
2021-09-17,3.0495578007026625
2021-09-22,3.0693082774040246
2021-09-23,3.048339677706986
2021-09-24,3.0700899363492957
2021-09-27,3.048341924313273
2021-09-28,3.0507771593149324
2021-09-29,3.058869051129567
2021-09-30,3.0584339350681056
2021-10-08,3.0495603403375817
2021-10-11,3.069308000112959
2021-10-12,3.0773113215942045
2021-10-13,3.0784409657911063
2021-10-14,3.069567404768796
2021-10-15,3.0603469234552634
2021-10-18,3.050343922511994
2021-10-19,3.0596535472294373
2021-10-20,3.0584357835888114
2021-10-21,3.0592184467879058
2021-10-22,3.0785310990283956
2021-10-25,3.058348198510523
2021-10-26,3.07043958601427
2021-10-27,3.0587843949200137
2021-10-28,3.060001720388945
2021-10-29,3.0495639368996925
2021-11-01,3.0499990008429543
2021-11-02,3.0685286969426238
2021-11-03,3.0386925090072583
2021-11-04,3.0415611449930338
2021-11-05,3.0392146133418794
2021-11-08,3.039214830094792
2021-11-09,3.029559594783851
2021-11-10,3.039649790503635
2021-11-11,3.0384332550775546
2021-11-12,3.0681819552755547
2021-11-15,3.0572237894698095
2021-11-16,3.060004327851142
2021-11-17,3.059222545311566
2021-11-18,3.068878020056097
2021-11-19,3.0587888557412026
2021-11-22,3.0600051810343656
2021-11-23,3.0592234033804298
2021-11-24,3.0688788259238926
2021-11-25,3.0781002111458147
2021-11-26,3.0784482556575266
2021-11-29,3.0695751680584156
2021-11-30,3.0603542715360676
2021-12-01,3.0503512981638967
2021-12-02,3.059659180211223
2021-12-03,3.048787887645478
2021-12-06,3.0596593851537075
2021-12-07,3.0584436492625273
2021-12-08,3.068880997894364
2021-12-09,3.0587920583427395
2021-12-10,3.0696630911939993
2021-12-13,3.0684477097307634
2021-12-14,3.059574603222023
2021-12-15,3.050353524548432
2021-12-16,3.050005821260576
2021-12-17,3.0492241992815847
2021-12-20,3.0588795719749657
2021-12-21,3.048790760000797
2021-12-22,3.0596616537132597
2021-12-23,3.058446352629998
2021-12-24,3.0592283375097717
2021-12-27,3.049573507797991
2021-12-28,3.0596624420918066
2021-12-29,3.0681021985489574
2021-12-30,3.0491404446019374
2021-12-31,3.0507901687140353
2022-01-04,3.0492265290489353
2022-01-05,3.06853660429603
2022-01-06,3.086979667071334
2022-01-07,3.087675716014684
2022-01-10,3.137515906153441
2022-01-11,3.125693829360312
2022-01-12,3.139688173839971
2022-01-13,3.1191651402927234
2022-01-14,3.1401202390407796
2022-01-17,3.0894254172679867
2022-01-18,3.0931414940779858
2022-01-19,3.1182032186846804
2022-01-20,3.107253982430253
2022-01-21,3.11968210468882
2022-01-24,3.118470232549791
2022-01-25,3.119251087460063
2022-01-26,3.0902898196778725
2022-01-27,3.09158429608484
2022-01-28,3.0892425583629697
2022-02-07,3.0892427636064017
2022-02-08,3.127858337404433
2022-02-09,3.16475233953464
2022-02-10,3.156490399636612
2022-02-11,3.189008502329238
2022-02-14,3.1869345333290444
2022-02-15,3.1699654358061253
2022-02-16,3.151519561968444
2022-02-17,3.170132647814518
2022-02-18,3.1773625957053886
2022-02-21,3.197801575711423
2022-02-22,3.1784086095491735
2022-02-23,3.171178911593086
2022-02-24,3.1603954303994053
2022-02-25,3.1117720449713815
2022-02-28,3.1131523250610225
2022-03-01,3.0995971945581364
2022-03-02,3.1193390194944275
2022-03-03,3.1273512767600695
2022-03-04,3.14778989997528
2022-03-07,3.147706283778029
2022-03-08,3.129954954191972
2022-03-09,3.1018522438525813
2022-03-10,3.082277136413349
2022-03-11,3.0808036246797266
2022-03-14,3.0985569406330913
2022-03-15,3.088036277518413
2022-03-16,3.0320919576353274
2022-03-17,3.0725328494035535
